Departamento,Provincia,Municipio,Ciudad / Comunidad,Total,Cañería de red,Pileta pública,Carro repartidor (aguatero),Pozo o noria con bomba,Pozo o noria sin bomba,"Lluvia, río, vertiente, acequia","Lago, laguna, curichi",Total,Al alcantarillado,A una cámara séptica,A un pozo ciego,A la calle,"A la quebrada, río","A un lago, laguna, curichi",Total,Red de empresa eléctrica (servicio público),Motor propio,Panel solar,Otra,No tiene
Chuquisaca,Oropeza,Yotala,BAJO CAMPANARIO,25,0,0,0,4,0,21,0,9,0,1,7,0,1,0,25,24,0,0,0,1
Chuquisaca,Oropeza,Yotala,CACHIMAYU,26,22,2,0,1,0,1,0,3,0,0,3,0,0,0,26,23,0,0,0,3
Chuquisaca,Oropeza,Yotala,TIRKIPATA,19,14,0,0,0,0,5,0,13,0,0,13,0,0,0,19,13,0,0,0,6
Chuquisaca,Oropeza,Yotala,TINTEROS MOLLE MAYU,55,26,0,0,17,8,4,0,18,0,4,13,0,1,0,55,39,0,0,0,16
Chuquisaca,Oropeza,Yotala,CERVANTES YAHULI,27,6,9,0,7,5,0,0,18,0,0,18,0,0,0,27,24,0,0,0,3
Chuquisaca,Oropeza,Yotala,CARVAJAL,20,16,0,0,0,0,4,0,11,0,1,10,0,0,0,20,13,0,0,0,7
Chuquisaca,Oropeza,Yotala,CHAMINA,32,28,2,0,0,0,2,0,10,0,1,9,0,0,0,32,0,0,1,0,31
Chuquisaca,Oropeza,Yotala,HIGUERAS,17,11,4,0,0,2,0,0,0,0,0,0,0,0,0,17,2,0,0,0,15
Chuquisaca,Oropeza,Yotala,LA CALERA,32,28,1,0,0,1,2,0,5,0,3,2,0,0,0,32,25,0,0,0,7
Chuquisaca,Oropeza,Yotala,QUILA QUILA MARKA,20,17,2,0,0,0,1,0,0,0,0,0,0,0,0,20,0,0,3,0,17
Chuquisaca,Oropeza,Yotala,PITANTORILLA,40,40,0,0,0,0,0,0,2,0,0,2,0,0,0,40,32,0,0,0,8
Chuquisaca,Oropeza,Yotala,TIPOYO,70,0,58,0,0,0,12,0,3,0,3,0,0,0,0,70,20,0,0,0,50
Chuquisaca,Oropeza,Yotala,HUAYLLAS,38,38,0,0,0,0,0,0,4,0,1,2,1,0,0,38,32,0,0,0,6
Chuquisaca,Oropeza,Yotala,TIPAKA,56,4,0,0,0,30,22,0,22,0,4,18,0,0,0,56,45,0,1,0,10
Chuquisaca,Oropeza,Yotala,ACHUMA,22,10,1,0,2,1,8,0,3,0,0,2,0,1,0,22,9,0,2,0,11
Chuquisaca,Oropeza,Yotala,ANFAYA DEL PERAL,41,5,0,0,0,0,32,4,5,0,0,5,0,0,0,41,5,0,0,0,36
Chuquisaca,Oropeza,Yotala,PALAMANA,49,47,0,0,0,0,2,0,47,1,22,24,0,0,0,49,42,0,0,0,7
Chuquisaca,Oropeza,Yotala,SANTA ROSALIA,35,5,24,0,1,0,5,0,4,0,0,4,0,0,0,35,20,0,0,0,15
Chuquisaca,Oropeza,Yotala,TAMBO AQHACHILA,67,48,1,0,1,2,15,0,21,1,1,19,0,0,0,67,41,0,0,0,26
Chuquisaca,Oropeza,Yotala,TUERO CHICO,52,41,2,0,0,3,6,0,47,0,3,42,0,2,0,52,38,0,1,0,13
Chuquisaca,Oropeza,Yotala,PUENTE SUCRE,19,2,0,0,2,1,14,0,16,0,4,12,0,0,0,19,18,0,0,0,1
Chuquisaca,Oropeza,Yotala,CANCHA PAMPA,23,7,0,0,1,0,14,1,5,0,0,5,0,0,0,23,15,0,0,0,8
Chuquisaca,Oropeza,Yotala,PULKI,99,61,11,0,5,11,11,0,74,0,11,63,0,0,0,99,22,0,0,10,67
Chuquisaca,Oropeza,Poroma,CALIZAYA,60,43,3,0,0,0,14,0,5,0,4,1,0,0,0,60,1,0,5,0,54
Chuquisaca,Oropeza,Poroma,CHALLCHA,94,1,25,0,0,34,22,12,0,0,0,0,0,0,0,94,0,0,2,0,92
Chuquisaca,Oropeza,Poroma,CHOCO CHURO,52,12,13,0,7,10,10,0,0,0,0,0,0,0,0,52,3,0,4,0,45
Chuquisaca,Oropeza,Poroma,COLQUEBAMBA,97,6,36,0,0,0,55,0,1,0,0,1,0,0,0,97,0,0,2,0,95
Chuquisaca,Oropeza,Poroma,EXALTACION,42,6,6,0,0,0,29,1,1,1,0,0,0,0,0,42,1,0,0,0,41
Chuquisaca,Oropeza,Poroma,HUAYRA PATA,64,1,2,0,0,22,39,0,2,0,2,0,0,0,0,64,0,0,2,8,54
Chuquisaca,Oropeza,Poroma,KHULA PUCARA,80,4,8,1,2,4,33,28,0,0,0,0,0,0,0,80,1,0,14,0,65
Chuquisaca,Oropeza,Poroma,KATARIRI,52,1,0,0,0,21,30,0,0,0,0,0,0,0,0,52,0,0,1,0,51
Chuquisaca,Oropeza,Poroma,LAMPASUNI,47,18,3,0,2,18,6,0,0,0,0,0,0,0,0,47,0,0,1,0,46
Chuquisaca,Oropeza,Poroma,OLLISCO,42,10,2,0,0,29,1,0,1,0,0,1,0,0,0,42,0,1,1,0,40
Chuquisaca,Oropeza,Poroma,PALAJLA,121,4,21,0,0,6,90,0,1,0,0,1,0,0,0,121,0,0,6,0,115
Chuquisaca,Oropeza,Poroma,PANGORASI,110,22,11,0,0,26,43,8,1,0,0,1,0,0,0,110,0,0,2,0,108
Chuquisaca,Oropeza,Poroma,POROMA,325,211,52,0,0,2,56,4,101,77,0,22,1,1,0,325,201,0,3,0,121
Chuquisaca,Oropeza,Poroma,SACABAMBA,59,11,14,0,0,0,33,1,2,0,0,2,0,0,0,59,3,0,1,1,54
Chuquisaca,Oropeza,Poroma,SAN JOSE DE CHURU,22,11,0,0,0,9,2,0,0,0,0,0,0,0,0,22,1,0,0,0,21
Chuquisaca,Oropeza,Poroma,SOICOCO,114,28,0,0,0,7,78,1,0,0,0,0,0,0,0,114,0,0,0,0,114
Chuquisaca,Oropeza,Poroma,YANANI,94,20,25,0,0,18,30,1,1,0,1,0,0,0,0,94,0,0,5,0,89
Chuquisaca,Oropeza,Poroma,CHILLCANI,39,6,9,0,0,0,24,0,1,0,0,1,0,0,0,39,0,0,1,0,38
Chuquisaca,Oropeza,Poroma,CERA CERA,40,18,0,0,0,1,21,0,0,0,0,0,0,0,0,40,1,0,0,0,39
Chuquisaca,Oropeza,Poroma,CHIJMURI,133,9,12,0,3,11,98,0,5,0,0,4,0,1,0,133,6,3,0,3,121
Chuquisaca,Oropeza,Poroma,HUAYNA HUAYNA,23,1,0,0,2,11,9,0,11,0,0,11,0,0,0,23,1,2,0,0,20
Chuquisaca,Oropeza,Poroma,MISKHA PAMPA,27,3,0,0,0,0,24,0,1,0,0,0,0,1,0,27,0,0,2,0,25
Chuquisaca,Oropeza,Poroma,PIOCERA,68,48,0,0,0,11,9,0,9,4,0,5,0,0,0,68,0,0,3,0,65
Chuquisaca,Oropeza,Poroma,CUCURI,66,21,1,0,0,1,42,1,0,0,0,0,0,0,0,66,14,0,0,0,52
Chuquisaca,Oropeza,Poroma,HUAPY,51,9,1,0,1,7,33,0,0,0,0,0,0,0,0,51,0,0,1,0,50
Chuquisaca,Oropeza,Poroma,IROCOTA,83,40,7,0,0,21,15,0,12,0,2,10,0,0,0,83,19,0,0,0,64
Chuquisaca,Oropeza,Poroma,SAYCHUMA,22,7,0,0,0,0,15,0,9,0,0,9,0,0,0,22,0,0,0,0,22
Chuquisaca,Oropeza,Poroma,MANZANAL DE PORRAS,36,18,4,0,0,6,5,3,1,0,0,1,0,0,0,36,1,0,0,3,32
Chuquisaca,Oropeza,Poroma,MARCAVI,42,1,0,0,0,1,40,0,0,0,0,0,0,0,0,42,1,0,0,14,27
Chuquisaca,Oropeza,Poroma,POJPO,48,38,1,0,0,0,9,0,0,0,0,0,0,0,0,48,31,1,0,1,15
Chuquisaca,Oropeza,Poroma,PORTILLO,64,5,9,0,2,19,29,0,3,0,0,2,0,1,0,64,0,0,0,1,63
Chuquisaca,Oropeza,Poroma,RETIRO,28,10,0,0,0,6,12,0,0,0,0,0,0,0,0,28,0,0,0,0,28
Chuquisaca,Oropeza,Poroma,ROMERAL,60,15,7,0,1,29,8,0,1,0,0,1,0,0,0,60,7,0,0,0,53
Chuquisaca,Oropeza,Poroma,QUITARJE,18,9,2,0,0,6,1,0,0,0,0,0,0,0,0,18,2,0,0,0,16
Chuquisaca,Oropeza,Poroma,TAPALA,22,12,0,0,0,0,10,0,0,0,0,0,0,0,0,22,0,0,0,0,22
Chuquisaca,Oropeza,Poroma,TEJA HUASI,21,8,2,0,0,2,9,0,0,0,0,0,0,0,0,21,2,0,0,0,19
Chuquisaca,Oropeza,Poroma,SAN JUAN DE ORCAS,86,29,37,0,0,7,11,2,37,0,1,36,0,0,0,86,52,0,0,0,34
Chuquisaca,Oropeza,Poroma,KULLKU,62,16,0,0,0,9,37,0,0,0,0,0,0,0,0,62,3,0,0,0,59
Chuquisaca,Oropeza,Poroma,KOLKA,34,2,6,0,0,6,20,0,0,0,0,0,0,0,0,34,1,0,0,0,33
Chuquisaca,Oropeza,Poroma,CARPA HUASI,19,0,0,0,0,0,19,0,0,0,0,0,0,0,0,19,0,0,0,0,19
Chuquisaca,Oropeza,Poroma,PUCARA,24,6,1,0,0,16,1,0,1,0,0,1,0,0,0,24,1,0,0,0,23
Chuquisaca,Oropeza,Poroma,CARPACHACA,28,0,0,0,1,23,4,0,0,0,0,0,0,0,0,28,0,0,0,0,28
Chuquisaca,Oropeza,Poroma,CALASAMANA,36,0,0,0,0,0,36,0,1,0,0,1,0,0,0,36,1,0,1,0,34
Chuquisaca,Oropeza,Poroma,JACHUY KURI,44,11,0,0,0,4,28,1,0,0,0,0,0,0,0,44,0,0,0,0,44
Chuquisaca,Oropeza,Poroma,JATUN KURI,16,13,0,0,0,0,3,0,0,0,0,0,0,0,0,16,0,0,0,0,16
Chuquisaca,Oropeza,Poroma,CHURUNI,26,12,0,0,0,0,14,0,6,0,0,6,0,0,0,26,5,0,0,0,21
Chuquisaca,Oropeza,Poroma,SAPSE,91,26,11,0,0,0,54,0,17,0,14,3,0,0,0,91,45,0,0,0,46
Chuquisaca,Oropeza,Poroma,QUILA QUILILLA,36,11,0,0,0,0,25,0,0,0,0,0,0,0,0,36,13,0,0,0,23
Chuquisaca,Oropeza,Poroma,LUJE,68,28,17,0,6,7,10,0,8,0,5,3,0,0,0,68,20,2,1,0,45
Chuquisaca,Oropeza,Poroma,LA PALCA,85,43,10,0,0,5,27,0,4,0,0,4,0,0,0,85,1,2,1,0,81
Chuquisaca,Oropeza,Poroma,YULULO,49,19,0,0,0,20,10,0,0,0,0,0,0,0,0,49,9,0,0,0,40
Chuquisaca,Oropeza,Poroma,KORIPUNCO,31,13,1,0,0,2,15,0,2,0,0,2,0,0,0,31,21,0,0,0,10
Chuquisaca,Oropeza,Poroma,SOTO KHASA,32,20,2,0,1,7,2,0,0,0,0,0,0,0,0,32,0,0,0,0,32
Chuquisaca,Oropeza,Poroma,ALAMOS,54,0,5,0,2,19,27,1,1,0,0,1,0,0,0,54,2,0,0,2,50
Chuquisaca,Oropeza,Poroma,CHIVITOS,22,0,0,0,1,9,12,0,0,0,0,0,0,0,0,22,0,0,0,0,22
Chuquisaca,Oropeza,Poroma,CURCUNCHI,22,0,8,0,0,0,14,0,0,0,0,0,0,0,0,22,1,0,0,0,21
Chuquisaca,Oropeza,Poroma,KAYNACAS,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,40,1,0,0,2,37
Chuquisaca,Oropeza,Poroma,LA BARRANCA,114,31,3,0,33,2,44,1,30,23,0,6,0,1,0,114,71,1,0,1,41
Chuquisaca,Oropeza,Poroma,MENDOZA,31,0,0,0,0,0,31,0,0,0,0,0,0,0,0,31,2,0,0,0,29
Chuquisaca,Oropeza,Poroma,MILLUNI,73,0,10,0,0,15,48,0,1,0,0,1,0,0,0,73,1,0,0,0,72
Chuquisaca,Oropeza,Poroma,SANABRIA,78,0,2,0,0,0,60,16,2,0,2,0,0,0,0,78,18,0,0,20,40
Chuquisaca,Oropeza,Poroma,SICCHA ALTA,55,1,0,0,0,47,7,0,0,0,0,0,0,0,0,55,26,1,0,0,28
Chuquisaca,Oropeza,Poroma,SIJCHA BAJA,51,13,0,0,0,0,38,0,0,0,0,0,0,0,0,51,17,0,0,0,34
Chuquisaca,Oropeza,Poroma,URUQUILLA,21,0,0,0,0,12,9,0,0,0,0,0,0,0,0,21,0,0,0,0,21
Chuquisaca,Oropeza,Poroma,SOKOSNIYUS,52,1,17,0,0,2,32,0,2,0,0,2,0,0,0,52,0,0,2,0,50
Chuquisaca,Oropeza,Poroma,ROBLEDOS,59,13,2,0,1,6,37,0,0,0,0,0,0,0,0,59,0,0,0,0,59
Chuquisaca,Oropeza,Poroma,ZANABRIA,23,0,0,0,0,0,23,0,0,0,0,0,0,0,0,23,0,0,0,0,23
Chuquisaca,Oropeza,Poroma,SANABRIA ALTA,41,0,0,0,0,4,37,0,0,0,0,0,0,0,0,41,13,0,1,0,27
Chuquisaca,Oropeza,Poroma,PAMPAS ALTA,19,0,0,0,2,12,5,0,2,0,0,2,0,0,0,19,2,0,0,0,17
Chuquisaca,Oropeza,Poroma,CHAUPI BARRANCA,17,0,0,0,1,0,16,0,0,0,0,0,0,0,0,17,0,0,0,0,17
Chuquisaca,Oropeza,Poroma,JATUN BARRANCA,22,0,1,0,0,1,20,0,0,0,0,0,0,0,0,22,1,0,0,0,21
Chuquisaca,Oropeza,Poroma,JUCHUY BARRANCA,74,6,6,0,16,4,42,0,4,4,0,0,0,0,0,74,26,1,0,1,46
Chuquisaca,Oropeza,Poroma,AGUILA ORCKO,32,0,2,0,2,15,13,0,1,0,0,1,0,0,0,32,2,0,2,0,28
Chuquisaca,Oropeza,Poroma,COPA BILLQUE,32,25,1,0,0,0,6,0,3,0,0,3,0,0,0,32,13,0,0,0,19
Chuquisaca,Oropeza,Poroma,LA KASA,52,8,3,0,0,0,41,0,0,0,0,0,0,0,0,52,0,0,0,0,52
Chuquisaca,Oropeza,Poroma,MOLLE ORKHO,51,1,1,0,3,45,1,0,1,1,0,0,0,0,0,51,0,0,1,0,50
Chuquisaca,Oropeza,Poroma,POMANASA ALTA,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,9,0,0,0,0,9
Chuquisaca,Oropeza,Poroma,POMANASA,38,13,2,0,0,2,20,1,0,0,0,0,0,0,0,38,2,0,0,0,36
Chuquisaca,Oropeza,Poroma,KASPI CANCHA,36,32,0,0,0,0,4,0,0,0,0,0,0,0,0,36,0,0,0,0,36
Chuquisaca,Oropeza,Poroma,KASPICANCHITA,19,3,4,0,0,0,10,2,0,0,0,0,0,0,0,19,2,0,0,0,17
Chuquisaca,Oropeza,Poroma,URUHUAYO ALTO,24,5,0,0,1,7,8,3,0,0,0,0,0,0,0,24,0,0,0,0,24
Chuquisaca,Oropeza,Poroma,URUHUAYO CENTRO,23,3,2,0,0,5,13,0,1,0,0,1,0,0,0,23,0,0,1,0,22
Chuquisaca,Oropeza,Poroma,URUHUAYO BAJO,27,10,1,0,2,0,14,0,1,0,0,0,0,1,0,27,0,0,1,0,26
Chuquisaca,Oropeza,Poroma,DURASNILLO,43,15,4,0,0,4,20,0,0,0,0,0,0,0,0,43,0,0,0,0,43
Chuquisaca,Oropeza,Poroma,HUAÑOMA ALTA,68,36,0,0,0,1,31,0,0,0,0,0,0,0,0,68,0,2,1,0,65
Chuquisaca,Oropeza,Poroma,HUAÑOMA BAJA,85,54,4,0,0,11,12,4,0,0,0,0,0,0,0,85,0,1,0,0,84
Chuquisaca,Oropeza,Poroma,MARIQUILLA,88,26,30,0,0,5,27,0,1,0,0,1,0,0,0,88,0,1,1,0,86
Chuquisaca,Oropeza,Poroma,THOLA PAMPA,69,37,11,0,0,6,13,2,3,0,0,3,0,0,0,69,0,0,10,0,59
Chuquisaca,Oropeza,Poroma,VIRU VIRU,76,47,10,0,0,1,18,0,0,0,0,0,0,0,0,76,0,1,2,0,73
Chuquisaca,Oropeza,Poroma,KELLU KELLU,37,3,2,0,1,2,29,0,0,0,0,0,0,0,0,37,0,0,0,0,37
Chuquisaca,Oropeza,Poroma,CHALLCHA,47,0,0,0,7,2,38,0,0,0,0,0,0,0,0,47,0,0,0,0,47
Chuquisaca,Oropeza,Poroma,TOCO CALA,38,37,0,0,0,0,1,0,1,0,0,1,0,0,0,38,1,1,0,0,36
Chuquisaca,Azurduy,Azurduy,AZURDUY,339,325,9,0,0,2,3,0,256,251,3,2,0,0,0,339,301,0,0,1,37
Chuquisaca,Azurduy,Azurduy,CIMIENTOS,80,43,11,0,0,2,24,0,22,1,7,14,0,0,0,80,16,0,3,0,61
Chuquisaca,Azurduy,Azurduy,CUEVAS CAÑADAS,73,39,0,0,0,6,28,0,39,0,17,22,0,0,0,73,8,0,0,4,61
Chuquisaca,Azurduy,Azurduy,HUANCARANILLO,37,24,0,0,0,1,12,0,2,0,0,2,0,0,0,37,1,2,0,0,34
Chuquisaca,Azurduy,Azurduy,LA ANGOSTURA,50,17,1,0,1,3,25,3,17,0,15,2,0,0,0,50,0,0,4,0,46
Chuquisaca,Azurduy,Azurduy,LA MARCA,46,16,8,0,0,6,16,0,3,1,0,2,0,0,0,46,0,0,2,1,43
Chuquisaca,Azurduy,Azurduy,LAS ABRAS,73,51,0,0,0,0,22,0,49,0,8,41,0,0,0,73,0,0,3,0,70
Chuquisaca,Azurduy,Azurduy,PICHACANI,77,59,0,0,0,2,16,0,48,1,0,47,0,0,0,77,5,0,5,0,67
Chuquisaca,Azurduy,Azurduy,PIEDRA GRANDE,91,41,3,0,1,12,34,0,21,0,4,17,0,0,0,91,33,0,4,0,54
Chuquisaca,Azurduy,Azurduy,POMABAMBILLO,39,13,0,0,0,2,24,0,2,0,0,1,0,1,0,39,0,0,2,0,37
Chuquisaca,Azurduy,Azurduy,QEWIÑA MAYU,25,19,0,0,0,0,6,0,0,0,0,0,0,0,0,25,0,0,0,0,25
Chuquisaca,Azurduy,Azurduy,SAN GERONIMO,49,20,1,0,0,2,26,0,0,0,0,0,0,0,0,49,0,0,6,0,43
Chuquisaca,Azurduy,Azurduy,SAN ROQUE,59,19,0,0,0,10,30,0,3,0,1,2,0,0,0,59,1,0,6,0,52
Chuquisaca,Azurduy,Azurduy,LA TRANCA,13,11,1,0,0,0,1,0,1,0,0,1,0,0,0,13,1,0,1,0,11
Chuquisaca,Azurduy,Azurduy,TARVITA ALTA,37,36,0,0,0,0,0,1,31,0,0,31,0,0,0,37,1,0,0,0,36
Chuquisaca,Azurduy,Azurduy,VILLA ESPERANZA,21,11,1,0,0,6,3,0,12,7,0,5,0,0,0,21,1,0,0,0,20
Chuquisaca,Azurduy,Azurduy,COLLPAMAYU,47,15,22,0,0,3,7,0,0,0,0,0,0,0,0,47,0,0,0,0,47
Chuquisaca,Azurduy,Azurduy,BARBECHOS,51,18,13,0,0,1,19,0,1,0,0,1,0,0,0,51,0,0,1,0,50
Chuquisaca,Azurduy,Azurduy,DURAZNAL,84,7,0,0,4,34,39,0,6,0,0,6,0,0,0,84,0,0,7,0,77
Chuquisaca,Azurduy,Azurduy,HORCAS,20,0,0,0,0,5,14,1,0,0,0,0,0,0,0,20,0,0,3,0,17
Chuquisaca,Azurduy,Azurduy,LA HOYADA,23,1,1,0,0,0,21,0,0,0,0,0,0,0,0,23,0,0,1,0,22
Chuquisaca,Azurduy,Azurduy,LA RODEANA,19,0,0,0,2,14,3,0,0,0,0,0,0,0,0,19,0,0,0,0,19
Chuquisaca,Azurduy,Azurduy,LOS PINOS,57,2,0,0,0,16,35,4,0,0,0,0,0,0,0,57,0,0,2,1,54
Chuquisaca,Azurduy,Azurduy,MOLLE MOLLE,85,7,9,0,0,15,53,1,2,0,2,0,0,0,0,85,0,0,5,0,80
Chuquisaca,Azurduy,Azurduy,PUJYUNI,62,1,14,10,0,4,32,1,2,0,1,1,0,0,0,62,0,1,8,0,53
Chuquisaca,Azurduy,Azurduy,RODEO CHICO,82,59,2,0,0,8,13,0,10,0,10,0,0,0,0,82,0,9,4,0,69
Chuquisaca,Azurduy,Azurduy,RODEO GRANDE,90,30,12,0,1,12,33,2,9,0,3,6,0,0,0,90,0,1,0,4,85
Chuquisaca,Azurduy,Azurduy,SAN ANTONIO,46,5,0,0,0,3,38,0,1,0,0,1,0,0,0,46,0,2,3,0,41
Chuquisaca,Azurduy,Azurduy,TABACAL,84,0,1,0,0,0,64,19,1,0,1,0,0,0,0,84,0,0,1,0,83
Chuquisaca,Azurduy,Azurduy,TABLA MAYU,36,0,0,0,0,1,30,5,0,0,0,0,0,0,0,36,0,0,1,0,35
Chuquisaca,Azurduy,Azurduy,TABLANI,162,18,47,0,2,5,90,0,5,0,2,1,0,2,0,162,0,0,11,0,151
Chuquisaca,Azurduy,Azurduy,TAMBOS,29,2,1,0,0,0,26,0,0,0,0,0,0,0,0,29,0,0,0,0,29
Chuquisaca,Azurduy,Azurduy,WANCARANI,51,1,2,0,1,5,41,1,1,0,0,1,0,0,0,51,0,0,0,0,51
Chuquisaca,Azurduy,Azurduy,REY LOMA,37,1,0,0,0,2,29,5,0,0,0,0,0,0,0,37,0,0,0,0,37
Chuquisaca,Azurduy,Azurduy,SAN LEON,29,8,0,0,0,2,19,0,0,0,0,0,0,0,0,29,0,0,2,0,27
Chuquisaca,Azurduy,Azurduy,PAMPA SEPULTURA,47,12,18,0,0,0,9,8,0,0,0,0,0,0,0,47,0,0,0,0,47
Chuquisaca,Azurduy,Azurduy,NAVOS PAMPA,28,5,0,0,0,11,10,2,1,0,0,1,0,0,0,28,0,0,1,0,27
Chuquisaca,Azurduy,Azurduy,QUEHUEÑAL,59,17,0,0,1,10,31,0,0,0,0,0,0,0,0,59,0,0,3,0,56
Chuquisaca,Azurduy,Azurduy,SAN MATIAS,41,1,0,0,1,13,26,0,1,0,1,0,0,0,0,41,0,0,2,0,39
Chuquisaca,Azurduy,Azurduy,SANTA ROSA,48,22,2,0,1,6,17,0,1,0,0,1,0,0,0,48,0,0,7,0,41
Chuquisaca,Azurduy,Azurduy,THIYU MAYU,56,5,2,0,0,8,37,4,2,0,0,2,0,0,0,56,0,0,1,0,55
Chuquisaca,Azurduy,Azurduy,TORRECILLAS,56,14,0,0,0,1,41,0,18,0,1,17,0,0,0,56,0,0,6,0,50
Chuquisaca,Azurduy,Tarvita,CRUZ MAYU,61,21,3,0,0,0,37,0,0,0,0,0,0,0,0,61,0,0,2,0,59
Chuquisaca,Azurduy,Tarvita,PUCAMAYU,52,18,8,0,0,2,20,4,1,0,0,1,0,0,0,52,2,5,6,0,39
Chuquisaca,Azurduy,Tarvita,THACOS,87,4,0,0,2,8,71,2,0,0,0,0,0,0,0,87,2,0,1,0,84
Chuquisaca,Azurduy,Tarvita,CUÑURI PAMPA,24,1,21,0,0,0,2,0,5,0,1,4,0,0,0,24,0,1,0,23,0
Chuquisaca,Azurduy,Tarvita,EL SALTO,87,30,0,0,0,3,54,0,30,0,19,11,0,0,0,87,13,1,0,0,73
Chuquisaca,Azurduy,Tarvita,KATARI PAMPA,79,52,14,0,0,0,10,3,36,1,4,31,0,0,0,79,10,0,0,0,69
Chuquisaca,Azurduy,Tarvita,MOLLENI,129,97,6,0,0,6,20,0,28,12,8,7,0,1,0,129,71,0,0,0,58
Chuquisaca,Azurduy,Tarvita,TARVITA,231,207,8,0,0,1,13,2,125,117,0,8,0,0,0,231,193,1,0,0,37
Chuquisaca,Azurduy,Tarvita,KOLLPA PAMPA,13,8,5,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13
Chuquisaca,Azurduy,Tarvita,YERBA BUENA,45,1,4,0,0,10,30,0,2,0,1,1,0,0,0,45,0,0,2,0,43
Chuquisaca,Azurduy,Tarvita,THACO PAMPA,48,11,15,0,1,8,13,0,4,0,0,4,0,0,0,48,0,0,3,10,35
Chuquisaca,Azurduy,Tarvita,SUMALA,36,6,0,0,0,0,30,0,0,0,0,0,0,0,0,36,0,0,1,0,35
Chuquisaca,Azurduy,Tarvita,GUITARRANI,44,13,3,0,1,22,5,0,7,0,1,6,0,0,0,44,0,0,4,0,40
Chuquisaca,Azurduy,Tarvita,TRANQUITAS,38,13,2,0,0,1,22,0,0,0,0,0,0,0,0,38,0,0,0,20,18
Chuquisaca,Azurduy,Tarvita,LA MURALLA,33,1,5,0,0,1,26,0,4,0,0,4,0,0,0,33,2,0,2,0,29
Chuquisaca,Azurduy,Tarvita,ABRA CKASA,94,21,30,0,0,0,43,0,9,9,0,0,0,0,0,94,37,0,0,3,54
Chuquisaca,Azurduy,Tarvita,CAPACTALA,90,49,5,0,0,4,32,0,34,0,3,31,0,0,0,90,25,0,0,30,35
Chuquisaca,Azurduy,Tarvita,INCA PAMPA,77,24,5,0,0,10,38,0,8,0,0,8,0,0,0,77,33,0,0,0,44
Chuquisaca,Azurduy,Tarvita,LA SILLADA,136,36,16,0,1,6,73,4,8,0,6,2,0,0,0,136,2,4,0,0,130
Chuquisaca,Azurduy,Tarvita,MARA PAMPA,40,6,17,0,0,1,16,0,6,1,0,5,0,0,0,40,0,0,2,0,38
Chuquisaca,Azurduy,Tarvita,MOSOJ LLAJTA,56,13,3,0,0,0,40,0,3,0,0,3,0,0,0,56,0,3,0,0,53
Chuquisaca,Azurduy,Tarvita,PAMPA GRANDE,34,3,1,0,0,1,21,8,0,0,0,0,0,0,0,34,0,0,0,0,34
Chuquisaca,Azurduy,Tarvita,PUJYINI,28,0,24,0,0,2,2,0,1,0,0,1,0,0,0,28,0,0,1,0,27
Chuquisaca,Azurduy,Tarvita,QUINUA CHACRA,54,31,11,0,0,0,12,0,3,0,1,2,0,0,0,54,0,1,1,0,52
Chuquisaca,Azurduy,Tarvita,SAN ISIDRO DE MARCAVI,67,13,27,0,0,6,21,0,0,0,0,0,0,0,0,67,0,2,0,42,23
Chuquisaca,Azurduy,Tarvita,SAN JOSE DE ALISOS,70,20,11,0,0,12,27,0,8,0,8,0,0,0,0,70,28,0,0,0,42
Chuquisaca,Azurduy,Tarvita,SAN LUIS,31,0,0,0,1,1,27,2,6,0,1,5,0,0,0,31,0,0,0,0,31
Chuquisaca,Azurduy,Tarvita,SAN MIGUEL DE MARCAVI,100,6,21,0,1,29,42,1,1,0,0,1,0,0,0,100,0,1,5,10,84
Chuquisaca,Azurduy,Tarvita,EL CHACO,37,10,2,0,1,18,6,0,1,0,0,1,0,0,0,37,0,0,1,19,17
Chuquisaca,Azurduy,Tarvita,GRANIZOS,51,13,0,0,0,5,29,4,4,0,1,3,0,0,0,51,0,0,3,0,48
Chuquisaca,Azurduy,Tarvita,MOLLE CANCHA,54,23,2,0,0,0,29,0,3,0,0,3,0,0,0,54,0,0,0,0,54
Chuquisaca,Azurduy,Tarvita,HORCANI,75,56,1,0,0,12,6,0,0,0,0,0,0,0,0,75,10,0,1,38,26
Chuquisaca,Azurduy,Tarvita,SAN JOSE DE TROJE,35,21,1,0,0,0,13,0,1,0,0,1,0,0,0,35,13,0,1,0,21
Chuquisaca,Azurduy,Tarvita,VISANCHE,31,16,0,0,0,0,14,1,1,0,0,1,0,0,0,31,2,0,0,0,29
Chuquisaca,Azurduy,Tarvita,CHUNCA KANCHA,54,1,17,0,0,1,35,0,6,0,5,0,0,1,0,54,0,1,1,5,47
Chuquisaca,Azurduy,Tarvita,PAMPA HUASI,289,178,15,0,0,2,94,0,114,108,6,0,0,0,0,289,142,0,0,0,147
Chuquisaca,Azurduy,Tarvita,MANZANAYOJ,37,10,2,0,0,1,20,4,2,0,1,1,0,0,0,37,0,0,1,22,14
Chuquisaca,Azurduy,Tarvita,MOLLE PAMPA,67,16,27,1,0,2,15,6,3,1,1,1,0,0,0,67,8,1,0,0,58
